Продам 2 кімнати в гуртожитку,553 680 грн.,Рівне,https://www.olx.ua/d/uk/obyavlenie/prodam-2-kmnati-v-gurtozhitku-IDPjPGM.html#efbadad0e9
Продам 2-х кімнатну квартиру,1 273 464 грн.,Рівне,https://www.olx.ua/d/uk/obyavlenie/prodam-2-h-kmnatnu-kvartiru-IDPjTal.html#efbadad0e9
Инвестиция!!! Крюковщина Вешневое Гатное,771 461 грн.,Крюківщина,https://www.olx.ua/d/uk/obyavlenie/investitsiya-kryukovschina-veshnevoe-gatnoe-IDKXlBS.html#efbadad0e9
Терміново! Ділянка в чудовому місці!,118 118 грн.,Приборжавське,https://www.olx.ua/d/uk/obyavlenie/termnovo-dlyanka-v-chudovomu-msts-IDGyxEy.html#efbadad0e9
"2 к, Осокорки, вул. Зарічна,  ЖК Зарічний,  метро Славутич",5 167 680 грн.,"Київ, Дарницький",https://www.olx.ua/d/uk/obyavlenie/2-k-osokorki-vul-zarchna-zhk-zarchniy-metro-slavutich-IDPTP3y.html#efbadad0e9
"Сдам 1-к , центр",15 000 грн.,"Дніпро, Центральний",https://www.olx.ua/d/uk/obyavlenie/sdam-1-k-tsentr-IDPNWfS.html#efbadad0e9
Арциз Оренда / продаж приміщення.,100 грн.,"Одеса, Київський",https://www.olx.ua/d/uk/obyavlenie/artsiz-orenda-prodazh-primschennya-IDPwQi0.html#efbadad0e9
Оренда кімнат під офіси,3 500 грн.,"Київ, Дарницький",https://www.olx.ua/d/uk/obyavlenie/orenda-kmnat-pd-ofsi-IDPRA17.html#efbadad0e9
"Здаю шикарну 3к квартиру в центрі, Київміськбуд, лічильник на опалення",11 999 грн.,Буча,https://www.olx.ua/d/uk/obyavlenie/zdayu-shikarnu-3k-kvartiru-v-tsentr-kivmskbud-lchilnik-na-opalennya-IDPMV5B.html#efbadad0e9
Продам квартиру в зданому будинку від забудовника!,1 483 862 грн.,Рівне,https://www.olx.ua/d/uk/obyavlenie/prodam-kvartiru-v-zdanomu-budinku-vd-zabudovnika-IDPdIDg.html#efbadad0e9
Продам парко место в подземном паркинге. Григоренко 18,590 592 грн.,"Київ, Дарницький",https://www.olx.ua/d/uk/obyavlenie/prodam-parko-mesto-v-podzemnom-parkinge-grigorenko-18-IDPPXI6.html#efbadad0e9
Продам  1-ком квартиру на 12 квартале,793 571 грн.,"Дніпро, Шевченківський",https://www.olx.ua/d/uk/obyavlenie/prodam-1-kom-kvartiru-na-12-kvartale-IDPPXPk.html#efbadad0e9
Продаж великої кімнати. Ближнє Замостя,527 842 грн.,"Вінниця, Замостянський",https://www.olx.ua/d/uk/obyavlenie/prodazh-veliko-kmnati-blizhn-zamostya-IDPPXPd.html#efbadad0e9
Сдам срочно 1 ком кв М.Жукова 10,4 500 грн.,"Одеса, Київський",https://www.olx.ua/d/uk/obyavlenie/sdam-srochno-1-kom-kv-m-zhukova-10-IDPTP3r.html#efbadad0e9
"ЖК ""Terracotta"". Чернігівська вул., 8. Бажана проспект",2 103 984 грн.,"Київ, Дарницький",https://www.olx.ua/d/uk/obyavlenie/zhk-terracotta-cherngvska-vul-8-bazhana-prospekt-IDPLX3N.html#efbadad0e9
ЛФ6  3-комнатная  квартира возле парка Горького,1 181 184 грн.,"Одеса, Малиновський",https://www.olx.ua/d/uk/obyavlenie/lf6-3-komnatnaya-kvartira-vozle-parka-gorkogo-IDPLX39.html#efbadad0e9
2-к. квартира з  і ремонтом у центрі міста за вул. Бельведерська,1 085 213 грн.,Івано-Франківськ,https://www.olx.ua/d/uk/obyavlenie/2-k-kvartira-z-remontom-u-tsentr-msta-za-vul-belvederska-IDPHI1Z.html#efbadad0e9
"Продам 3-х кім. квартиру вул.Буковинська, 6",1 587 216 грн.,Рівне,https://www.olx.ua/d/uk/obyavlenie/prodam-3-h-km-kvartiru-vul-bukovinska-6-IDPxrqq.html#efbadad0e9
"Сдам ул. Софиевская 60 кв м, фасад на Софиевскую",16 610 грн.,"Одеса, Приморський",https://www.olx.ua/d/uk/obyavlenie/sdam-ul-sofievskaya-60-kv-m-fasad-na-sofievskuyu-IDPpLkm.html#efbadad0e9
"Продажа дома 240м2 Гостомель под чистовую отделку, без комиссии",3 801 936 грн.,Гостомель,https://www.olx.ua/d/uk/obyavlenie/prodazha-doma-240m2-gostomel-pod-chistovuyu-otdelku-bez-komissii-IDPFUob.html#efbadad0e9
"Терміновий  продаж окремо розташованої будівлі, вул. Світла. Без %",44 294 400 грн.,"Київ, Дарницький",https://www.olx.ua/d/uk/obyavlenie/termnoviy-prodazh-okremo-roztashovano-budvl-vul-svtla-bez-IDPBTFK.html#efbadad0e9
"Сдаю реальный новострой! Новая квартира= спалья+студия, метро Победа",11 074 грн.,"Харків, Шевченківський",https://www.olx.ua/d/uk/obyavlenie/sdayu-realnyy-novostroy-novaya-kvartira-spalya-studiya-metro-pobeda-IDLURpu.html#efbadad0e9
"Пропонуємо в оренду 2-х кімнатну квартиру в районі ""Седова""",11 000 грн.,Черкаси,https://www.olx.ua/d/uk/obyavlenie/proponumo-v-orendu-2-h-kmnatnu-kvartiru-v-rayon-sedova-IDPTP32.html#efbadad0e9
Продам дом  на 12 сотках земли,1 476 480 грн.,"Одеса, Суворовський",https://www.olx.ua/d/uk/obyavlenie/prodam-dom-na-12-sotkah-zemli-IDPTP2R.html#efbadad0e9
"Продам земельну ділянку під забудову,приватизована.",120 000 грн.,Ніжин,https://www.olx.ua/d/uk/obyavlenie/prodam-zemelnu-dlyanku-pd-zabudovu-privatizovana-IDFjZ37.html#efbadad0e9
Здається в оренду будинок по вул. Солов'їна,22 147 грн.,Ужгород,https://www.olx.ua/d/uk/obyavlenie/zdatsya-v-orendu-budinok-po-vul-solovna-IDPTP2p.html#efbadad0e9
Одиничка  великої площі на Північному,1 218 096 грн.,Рівне,https://www.olx.ua/d/uk/obyavlenie/odinichka-veliko-plosch-na-pvnchnomu-IDPxXlJ.html#efbadad0e9
Аренда 2х комнатной квартиры,8 700 грн.,"Київ, Дніпровський",https://www.olx.ua/d/uk/obyavlenie/arenda-2h-komnatnoy-kvartiry-IDPAagd.html#efbadad0e9
Просторная 2-комн. квартира Высоцкого/Сахарова 7/15 эт.,1 919 424 грн.,"Одеса, Суворовський",https://www.olx.ua/d/uk/obyavlenie/prostornaya-2-komn-kvartira-vysotskogo-saharova-7-15-et-IDOguFS.html#efbadad0e9
Продаж двох кімнатної квартири на Автовокзалі,1 365 744 грн.,Рівне,https://www.olx.ua/d/uk/obyavlenie/prodazh-dvoh-kmnatno-kvartiri-na-avtovokzal-IDPTP1L.html#efbadad0e9
Сдам 2-х комнатную квартиру,3 000 грн.,Добропілля,https://www.olx.ua/d/uk/obyavlenie/sdam-2-h-komnatnuyu-kvartiru-IDPTP1O.html#efbadad0e9
В продаже 3х комн. квартира на ул. Семена Палия,1 548 458 грн.,"Одеса, Суворовський",https://www.olx.ua/d/uk/obyavlenie/v-prodazhe-3h-komn-kvartira-na-ul-semena-paliya-IDPPXOG.html#efbadad0e9
Большая 2 комнатная квартира в ЖК Вернисаж с ремонтом!,2 140 896 грн.,"Одеса, Київський",https://www.olx.ua/d/uk/obyavlenie/bolshaya-2-komnatnaya-kvartira-v-zhk-vernisazh-s-remontom-IDPHI0d.html#efbadad0e9
